AL,1,0
AK,1,0
AZ,1,0
AR,1,0
CA,1,0
CO,1,337
CT,1,0
DE,1,0
DC,1,0
FL,1,0
GA,1,0
HI,1,0
ID,1,0
IL,1,0
IN,1,0
IA,1,0
KS,1,0
KY,1,0
LA,1,0
ME,1,0
MD,1,0
MA,1,0
MI,1,0
MN,1,0
MS,1,0
MO,1,0
MT,1,0
NE,1,0
NV,1,0
NH,1,0
NJ,1,0
NM,1,0
NY,1,0
NC,1,0
ND,1,0
OH,1,0
OK,1,0
OR,1,0
PA,1,0
RI,1,0
SC,1,0
SD,1,0
TN,1,0
TX,1,0
UT,1,0
VT,1,0
VA,1,0
WA,1,0
WV,1,0
WI,1,0
WY,1,0
AL,2,0
AK,2,3866
AZ,2,1058
AR,2,4613
CA,2,0
CO,2,11699
CT,2,147
DE,2,74
DC,2,0
FL,2,16475
GA,2,1110
HI,2,4508
ID,2,4403
IL,2,1138
IN,2,1937
IA,2,5335
KS,2,646
KY,2,438
LA,2,3129
ME,2,333
MD,2,566
MA,2,0
MI,2,16139
MN,2,9456
MS,2,3987
MO,2,13092
MT,2,296
NE,2,0
NV,2,5268
NH,2,0
NJ,2,6161
NM,2,1514
NY,2,897
NC,2,0
ND,2,1833
OH,2,1887
OK,2,0
OR,2,0
PA,2,21572
RI,2,30
SC,2,5765
SD,2,4064
TN,2,1584
TX,2,4261
UT,2,8032
VT,2,63
VA,2,0
WA,2,17623
WV,2,3807
WI,2,12162
WY,2,2042
AL,3,729547
AK,3,116454
AZ,3,1161167
AR,3,380494
CA,3,8753788
CO,3,1338870
CT,3,897572
DE,3,235603
DC,3,282830
FL,3,4504975
GA,3,1877963
HI,3,266891
ID,3,189765
IL,3,3090729
IN,3,1033126
IA,3,653669
KS,3,427005
KY,3,628854
LA,3,780154
ME,3,357735
MD,3,1677928
MA,3,1995196
MI,3,2268839
MN,3,1367716
MS,3,485131
MO,3,1071068
MT,3,177709
NE,3,284494
NV,3,539260
NH,3,348526
NJ,3,2148278
NM,3,385234
NY,3,4556124
NC,3,2189316
ND,3,93758
OH,3,2394164
OK,3,420375
OR,3,1002106
PA,3,2926441
RI,3,252525
SC,3,855373
SD,3,117458
TN,3,870695
TX,3,3877868
UT,3,310676
VT,3,178573
VA,3,1981473
WA,3,1742718
WV,3,188794
WI,3,1382536
WY,3,55973
AL,4,0
AK,4,0
AZ,4,0
AR,4,0
CA,4,0
CO,4,0
CT,4,0
DE,4,0
DC,4,0
FL,4,0
GA,4,0
HI,4,0
ID,4,2356
IL,4,0
IN,4,0
IA,4,0
KS,4,0
KY,4,0
LA,4,0
ME,4,0
MD,4,0
MA,4,0
MI,4,0
MN,4,0
MS,4,0
MO,4,0
MT,4,0
NE,4,0
NV,4,0
NH,4,0
NJ,4,0
NM,4,0
NY,4,0
NC,4,0
ND,4,0
OH,4,0
OK,4,0
OR,4,0
PA,4,0
RI,4,0
SC,4,0
SD,4,0
TN,4,0
TX,4,0
UT,4,0
VT,4,0
VA,4,0
WA,4,0
WV,4,0
WI,4,0
WY,4,0
AL,5,0
AK,5,1240
AZ,5,29
AR,5,0
CA,5,0
CO,5,1255
CT,5,12
DE,5,3
DC,5,0
FL,5,9108
GA,5,0
HI,5,0
ID,5,1373
IL,5,0
IN,5,21
IA,5,451
KS,5,3
KY,5,1128
LA,5,0
ME,5,0
MD,5,14
MA,5,0
MI,5,0
MN,5,1431
MS,5,644
MO,5,6
MT,5,1570
NE,5,0
NV,5,2552
NH,5,678
NJ,5,1838
NM,5,475
NY,5,35
NC,5,0
ND,5,364
OH,5,0
OK,5,0
OR,5,0
PA,5,0
RI,5,671
SC,5,0
SD,5,0
TN,5,4075
TX,5,0
UT,5,883
VT,5,1063
VA,5,0
WA,5,0
WV,5,3
WI,5,1502
WY,5,709
AL,6,0
AK,6,0
AZ,6,0
AR,6,0
CA,6,0
CO,6,0
CT,6,0
DE,6,1
DC,6,0
FL,6,25
GA,6,0
HI,6,0
ID,6,0
IL,6,0
IN,6,25
IA,6,0
KS,6,0
KY,6,2
LA,6,0
ME,6,0
MD,6,18
MA,6,0
MI,6,0
MN,6,0
MS,6,0
MO,6,0
MT,6,0
NE,6,0
NV,6,0
NH,6,0
NJ,6,0
NM,6,0
NY,6,0
NC,6,0
ND,6,0
OH,6,24235
OK,6,0
OR,6,0
PA,6,0
RI,6,0
SC,6,0
SD,6,0
TN,6,0
TX,6,0
UT,6,0
VT,6,0
VA,6,0
WA,6,0
WV,6,1
WI,6,0
WY,6,0
AL,7,0
AK,7,0
AZ,7,0
AR,7,0
CA,7,0
CO,7,0
CT,7,0
DE,7,0
DC,7,0
FL,7,0
GA,7,0
HI,7,0
ID,7,0
IL,7,0
IN,7,0
IA,7,0
KS,7,0
KY,7,0
LA,7,0
ME,7,0
MD,7,0
MA,7,0
MI,7,0
MN,7,0
MS,7,0
MO,7,0
MT,7,0
NE,7,0
NV,7,0
NH,7,0
NJ,7,0
NM,7,0
NY,7,0
NC,7,0
ND,7,0
OH,7,0
OK,7,0
OR,7,0
PA,7,0
RI,7,0
SC,7,0
SD,7,0
TN,7,0
TX,7,0
UT,7,2752
VT,7,0
VA,7,0
WA,7,0
WV,7,0
WI,7,0
WY,7,0
AL,8,0
AK,8,0
AZ,8,0
AR,8,4709
CA,8,0
CO,8,185
CT,8,0
DE,8,0
DC,8,0
FL,8,0
GA,8,0
HI,8,0
ID,8,0
IL,8,0
IN,8,0
IA,8,0
KS,8,3
KY,8,0
LA,8,0
ME,8,0
MD,8,5
MA,8,0
MI,8,0
MN,8,0
MS,8,715
MO,8,0
MT,8,0
NE,8,0
NV,8,0
NH,8,0
NJ,8,0
NM,8,0
NY,8,0
NC,8,0
ND,8,0
OH,8,0
OK,8,0
OR,8,0
PA,8,0
RI,8,0
SC,8,0
SD,8,0
TN,8,0
TX,8,0
UT,8,0
VT,8,0
VA,8,0
WA,8,0
WV,8,0
WI,8,0
WY,8,0
AL,9,0
AK,9,0
AZ,9,85
AR,9,0
CA,9,0
CO,9,710
CT,9,31
DE,9,7
DC,9,0
FL,9,0
GA,9,70
HI,9,0
ID,9,0
IL,9,175
IN,9,269
IA,9,0
KS,9,45
KY,9,39
LA,9,1581
ME,9,0
MD,9,42
MA,9,0
MI,9,95
MN,9,0
MS,9,0
MO,9,48
MT,9,10
NE,9,0
NV,9,0
NH,9,0
NJ,9,0
NM,9,0
NY,9,136
NC,9,0
ND,9,0
OH,9,268
OK,9,0
OR,9,0
PA,9,0
RI,9,0
SC,9,0
SD,9,0
TN,9,132
TX,9,932
UT,9,6
VT,9,0
VA,9,0
WA,9,0
WV,9,10
WI,9,80
WY,9,0
AL,10,0
AK,10,0
AZ,10,0
AR,10,0
CA,10,0
CO,10,0
CT,10,0
DE,10,0
DC,10,0
FL,10,0
GA,10,0
HI,10,0
ID,10,0
IL,10,0
IN,10,0
IA,10,0
KS,10,0
KY,10,0
LA,10,749
ME,10,0
MD,10,0
MA,10,0
MI,10,0
MN,10,0
MS,10,0
MO,10,0
MT,10,0
NE,10,0
NV,10,0
NH,10,0
NJ,10,0
NM,10,0
NY,10,0
NC,10,0
ND,10,0
OH,10,0
OK,10,0
OR,10,0
PA,10,0
RI,10,0
SC,10,0
SD,10,0
TN,10,0
TX,10,0
UT,10,0
VT,10,0
VA,10,0
WA,10,0
WV,10,0
WI,10,0
WY,10,0
AL,11,44467
AK,11,18725
AZ,11,106327
AR,11,29829
CA,11,478500
CO,11,144121
CT,11,48676
DE,11,14757
DC,11,4906
FL,11,207043
GA,11,125306
HI,11,15954
ID,11,28331
IL,11,209596
IN,11,133993
IA,11,59186
KS,11,55406
KY,11,53752
LA,11,37978
ME,11,38105
MD,11,79605
MA,11,138018
MI,11,172136
MN,11,112972
MS,11,14435
MO,11,97359
MT,11,28037
NE,11,38946
NV,11,37384
NH,11,30777
NJ,11,72477
NM,11,74541
NY,11,176598
NC,11,130126
ND,11,21434
OH,11,174498
OK,11,83481
OR,11,94231
PA,11,146715
RI,11,14746
SC,11,49204
SD,11,20850
TN,11,70397
TX,11,283492
UT,11,39608
VT,11,10078
VA,11,118274
WA,11,160879
WV,11,23004
WI,11,106674
WY,11,13287
AL,12,0
AK,12,0
AZ,12,0
AR,12,3390
CA,12,0
CO,12,0
CT,12,0
DE,12,1
DC,12,0
FL,12,0
GA,12,0
HI,12,0
ID,12,0
IL,12,0
IN,12,0
IA,12,2247
KS,12,2
KY,12,0
LA,12,0
ME,12,0
MD,12,18
MA,12,0
MI,12,0
MN,12,0
MS,12,0
MO,12,0
MT,12,0
NE,12,0
NV,12,0
NH,12,0
NJ,12,0
NM,12,0
NY,12,72
NC,12,0
ND,12,0
OH,12,0
OK,12,0
OR,12,0
PA,12,3
RI,12,0
SC,12,0
SD,12,0
TN,12,0
TX,12,0
UT,12,0
VT,12,0
VA,12,0
WA,12,0
WV,12,0
WI,12,0
WY,12,0
AL,13,0
AK,13,0
AZ,13,0
AR,13,0
CA,13,0
CO,13,5028
CT,13,0
DE,13,0
DC,13,0
FL,13,0
GA,13,0
HI,13,0
ID,13,0
IL,13,0
IN,13,0
IA,13,0
KS,13,0
KY,13,22
LA,13,1881
ME,13,0
MD,13,0
MA,13,0
MI,13,0
MN,13,0
MS,13,0
MO,13,0
MT,13,0
NE,13,0
NV,13,0
NH,13,0
NJ,13,0
NM,13,0
NY,13,90
NC,13,0
ND,13,0
OH,13,114
OK,13,0
OR,13,0
PA,13,0
RI,13,0
SC,13,0
SD,13,0
TN,13,0
TX,13,0
UT,13,0
VT,13,3
VA,13,0
WA,13,0
WV,13,0
WI,13,67
WY,13,0
AL,14,0
AK,14,0
AZ,14,0
AR,14,0
CA,14,0
CO,14,452
CT,14,0
DE,14,0
DC,14,0
FL,14,0
GA,14,0
HI,14,0
ID,14,0
IL,14,0
IN,14,0
IA,14,0
KS,14,0
KY,14,0
LA,14,480
ME,14,0
MD,14,0
MA,14,0
MI,14,0
MN,14,1672
MS,14,0
MO,14,0
MT,14,0
NE,14,0
NV,14,0
NH,14,0
NJ,14,2156
NM,14,0
NY,14,0
NC,14,0
ND,14,0
OH,14,0
OK,14,0
OR,14,0
PA,14,0
RI,14,0
SC,14,0
SD,14,0
TN,14,2877
TX,14,0
UT,14,521
VT,14,2
VA,14,0
WA,14,4307
WV,14,0
WI,14,0
WY,14,0
AL,15,0
AK,15,0
AZ,15,0
AR,15,0
CA,15,0
CO,15,1096
CT,15,0
DE,15,0
DC,15,0
FL,15,0
GA,15,0
HI,15,0
ID,15,0
IL,15,0
IN,15,0
IA,15,0
KS,15,0
KY,15,0
LA,15,0
ME,15,0
MD,15,0
MA,15,0
MI,15,0
MN,15,0
MS,15,0
MO,15,0
MT,15,0
NE,15,0
NV,15,0
NH,15,0
NJ,15,0
NM,15,0
NY,15,0
NC,15,0
ND,15,0
OH,15,0
OK,15,0
OR,15,0
PA,15,0
RI,15,0
SC,15,0
SD,15,0
TN,15,0
TX,15,0
UT,15,0
VT,15,0
VA,15,0
WA,15,0
WV,15,0
WI,15,0
WY,15,0
AL,16,0
AK,16,0
AZ,16,52
AR,16,0
CA,16,402
CO,16,392
CT,16,23
DE,16,0
DC,16,0
FL,16,74
GA,16,34
HI,16,0
ID,16,0
IL,16,82
IN,16,49
IA,16,0
KS,16,0
KY,16,8
LA,16,1048
ME,16,16
MD,16,73
MA,16,28
MI,16,87
MN,16,0
MS,16,0
MO,16,28
MT,16,7
NE,16,0
NV,16,0
NH,16,0
NJ,16,0
NM,16,0
NY,16,0
NC,16,0
ND,16,0
OH,16,90
OK,16,0
OR,16,0
PA,16,0
RI,16,0
SC,16,0
SD,16,0
TN,16,20
TX,16,1037
UT,16,9
VT,16,3
VA,16,0
WA,16,0
WV,16,4
WI,16,15
WY,16,0
AL,17,0
AK,17,0
AZ,17,0
AR,17,0
CA,17,66101
CO,17,531
CT,17,41
DE,17,3
DC,17,0
FL,17,0
GA,17,0
HI,17,0
ID,17,0
IL,17,0
IN,17,0
IA,17,323
KS,17,7
KY,17,0
LA,17,446
ME,17,0
MD,17,48
MA,17,0
MI,17,0
MN,17,0
MS,17,0
MO,17,0
MT,17,0
NE,17,0
NV,17,0
NH,17,0
NJ,17,1682
NM,17,1184
NY,17,174
NC,17,0
ND,17,0
OH,17,0
OK,17,0
OR,17,0
PA,17,0
RI,17,0
SC,17,0
SD,17,0
TN,17,0
TX,17,0
UT,17,0
VT,17,327
VA,17,0
WA,17,3523
WV,17,2
WI,17,0
WY,17,0
AL,18,0
AK,18,0
AZ,18,0
AR,18,0
CA,18,0
CO,18,382
CT,18,0
DE,18,0
DC,18,0
FL,18,0
GA,18,0
HI,18,0
ID,18,0
IL,18,0
IN,18,0
IA,18,0
KS,18,0
KY,18,0
LA,18,0
ME,18,0
MD,18,0
MA,18,0
MI,18,0
MN,18,0
MS,18,0
MO,18,0
MT,18,0
NE,18,0
NV,18,0
NH,18,0
NJ,18,0
NM,18,0
NY,18,0
NC,18,0
ND,18,0
OH,18,0
OK,18,0
OR,18,0
PA,18,0
RI,18,0
SC,18,0
SD,18,0
TN,18,0
TX,18,0
UT,18,0
VT,18,0
VA,18,0
WA,18,0
WV,18,0
WI,18,0
WY,18,0
AL,19,0
AK,19,0
AZ,19,20
AR,19,0
CA,19,0
CO,19,872
CT,19,4
DE,19,1
DC,19,0
FL,19,0
GA,19,0
HI,19,0
ID,19,0
IL,19,20
IN,19,7
IA,19,0
KS,19,0
KY,19,2
LA,19,0
ME,19,0
MD,19,12
MA,19,0
MI,19,0
MN,19,0
MS,19,0
MO,19,0
MT,19,1
NE,19,0
NV,19,0
NH,19,0
NJ,19,0
NM,19,0
NY,19,0
NC,19,0
ND,19,0
OH,19,18
OK,19,0
OR,19,0
PA,19,0
RI,19,0
SC,19,0
SD,19,0
TN,19,0
TX,19,0
UT,19,0
VT,19,0
VA,19,0
WA,19,0
WV,19,1
WI,19,4
WY,19,0
AL,20,0
AK,20,0
AZ,20,0
AR,20,0
CA,20,1316
CO,20,862
CT,20,0
DE,20,0
DC,20,0
FL,20,0
GA,20,151
HI,20,0
ID,20,0
IL,20,0
IN,20,0
IA,20,0
KS,20,214
KY,20,155
LA,20,0
ME,20,0
MD,20,504
MA,20,0
MI,20,517
MN,20,0
MS,20,0
MO,20,0
MT,20,0
NE,20,0
NV,20,0
NH,20,0
NJ,20,0
NM,20,0
NY,20,458
NC,20,0
ND,20,0
OH,20,552
OK,20,0
OR,20,0
PA,20,0
RI,20,46
SC,20,0
SD,20,0
TN,20,0
TX,20,1401
UT,20,0
VT,20,14
VA,20,0
WA,20,0
WV,20,0
WI,20,284
WY,20,0
AL,21,0
AK,21,0
AZ,21,17449
AR,21,13255
CA,21,39596
CO,21,28917
CT,21,2108
DE,21,706
DC,21,0
FL,21,0
GA,21,13017
HI,21,0
ID,21,46476
IL,21,11655
IN,21,0
IA,21,12366
KS,21,6520
KY,21,22780
LA,21,8547
ME,21,1887
MD,21,9630
MA,21,2719
MI,21,8177
MN,21,53076
MS,21,0
MO,21,7071
MT,21,2297
NE,21,0
NV,21,0
NH,21,1064
NJ,21,0
NM,21,5825
NY,21,10373
NC,21,0
ND,21,0
OH,21,12574
OK,21,0
OR,21,0
PA,21,6472
RI,21,516
SC,21,21016
SD,21,0
TN,21,11991
TX,21,42366
UT,21,243690
VT,21,639
VA,21,54054
WA,21,0
WV,21,1104
WI,21,11855
WY,21,0
AL,22,0
AK,22,0
AZ,22,0
AR,22,0
CA,22,0
CO,22,0
CT,22,0
DE,22,0
DC,22,0
FL,22,0
GA,22,0
HI,22,0
ID,22,0
IL,22,0
IN,22,0
IA,22,0
KS,22,0
KY,22,0
LA,22,0
ME,22,0
MD,22,0
MA,22,15
MI,22,30
MN,22,0
MS,22,0
MO,22,0
MT,22,0
NE,22,0
NV,22,0
NH,22,0
NJ,22,1749
NM,22,0
NY,22,68
NC,22,0
ND,22,0
OH,22,19
OK,22,0
OR,22,0
PA,22,0
RI,22,0
SC,22,0
SD,22,0
TN,22,0
TX,22,122
UT,22,544
VT,22,0
VA,22,0
WA,22,0
WV,22,0
WI,22,1770
WY,22,0
AL,23,0
AK,23,0
AZ,23,0
AR,23,0
CA,23,0
CO,23,749
CT,23,0
DE,23,2
DC,23,0
FL,23,0
GA,23,0
HI,23,0
ID,23,0
IL,23,0
IN,23,0
IA,23,0
KS,23,0
KY,23,0
LA,23,0
ME,23,0
MD,23,0
MA,23,0
MI,23,0
MN,23,0
MS,23,0
MO,23,0
MT,23,0
NE,23,0
NV,23,0
NH,23,0
NJ,23,0
NM,23,0
NY,23,3
NC,23,0
ND,23,0
OH,23,0
OK,23,0
OR,23,0
PA,23,0
RI,23,0
SC,23,0
SD,23,0
TN,23,0
TX,23,0
UT,23,0
VT,23,0
VA,23,0
WA,23,0
WV,23,0
WI,23,0
WY,23,0
AL,24,0
AK,24,0
AZ,24,0
AR,24,0
CA,24,0
CO,24,751
CT,24,0
DE,24,0
DC,24,0
FL,24,0
GA,24,0
HI,24,0
ID,24,0
IL,24,0
IN,24,0
IA,24,0
KS,24,0
KY,24,0
LA,24,0
ME,24,0
MD,24,0
MA,24,0
MI,24,0
MN,24,0
MS,24,0
MO,24,0
MT,24,0
NE,24,0
NV,24,0
NH,24,0
NJ,24,0
NM,24,0
NY,24,0
NC,24,0
ND,24,0
OH,24,0
OK,24,0
OR,24,0
PA,24,0
RI,24,0
SC,24,0
SD,24,0
TN,24,0
TX,24,0
UT,24,0
VT,24,0
VA,24,0
WA,24,0
WV,24,0
WI,24,0
WY,24,0
AL,25,0
AK,25,0
AZ,25,0
AR,25,0
CA,25,0
CO,25,0
CT,25,4
DE,25,0
DC,25,0
FL,25,0
GA,25,0
HI,25,0
ID,25,0
IL,25,0
IN,25,0
IA,25,0
KS,25,0
KY,25,0
LA,25,0
ME,25,0
MD,25,0
MA,25,0
MI,25,0
MN,25,0
MS,25,0
MO,25,0
MT,25,0
NE,25,0
NV,25,0
NH,25,0
NJ,25,0
NM,25,0
NY,25,0
NC,25,0
ND,25,0
OH,25,0
OK,25,0
OR,25,0
PA,25,0
RI,25,0
SC,25,3246
SD,25,0
TN,25,0
TX,25,0
UT,25,0
VT,25,0
VA,25,0
WA,25,0
WV,25,0
WI,25,0
WY,25,0
AL,26,0
AK,26,0
AZ,26,62
AR,26,0
CA,26,0
CO,26,1819
CT,26,12
DE,26,3
DC,26,0
FL,26,0
GA,26,53
HI,26,0
ID,26,0
IL,26,0
IN,26,0
IA,26,0
KS,26,6
KY,26,9
LA,26,0
ME,26,0
MD,26,13
MA,26,0
MI,26,0
MN,26,0
MS,26,0
MO,26,0
MT,26,1
NE,26,0
NV,26,0
NH,26,0
NJ,26,0
NM,26,0
NY,26,0
NC,26,0
ND,26,0
OH,26,62
OK,26,0
OR,26,0
PA,26,0
RI,26,0
SC,26,0
SD,26,0
TN,26,7276
TX,26,0
UT,26,19
VT,26,1
VA,26,0
WA,26,0
WV,26,2
WI,26,0
WY,26,0
AL,27,0
AK,27,0
AZ,27,0
AR,27,0
CA,27,0
CO,27,271
CT,27,0
DE,27,0
DC,27,0
FL,27,0
GA,27,0
HI,27,0
ID,27,0
IL,27,0
IN,27,57
IA,27,0
KS,27,0
KY,27,0
LA,27,0
ME,27,0
MD,27,6
MA,27,0
MI,27,2209
MN,27,0
MS,27,0
MO,27,0
MT,27,1
NE,27,0
NV,27,0
NH,27,0
NJ,27,0
NM,27,0
NY,27,36
NC,27,0
ND,27,0
OH,27,0
OK,27,0
OR,27,0
PA,27,0
RI,27,2
SC,27,0
SD,27,0
TN,27,0
TX,27,72
UT,27,4
VT,27,2
VA,27,0
WA,27,0
WV,27,0
WI,27,33
WY,27,0
AL,28,9391
AK,28,5735
AZ,28,34345
AR,28,9473
CA,28,278657
CO,28,38437
CT,28,22841
DE,28,6103
DC,28,4258
FL,28,64399
GA,28,7674
HI,28,12737
ID,28,8496
IL,28,76802
IN,28,7841
IA,28,11479
KS,28,23506
KY,28,13913
LA,28,14031
ME,28,14251
MD,28,35945
MA,28,47661
MI,28,51463
MN,28,36985
MS,28,3731
MO,28,25419
MT,28,7970
NE,28,8775
NV,28,0
NH,28,6496
NJ,28,37772
NM,28,9879
NY,28,107934
NC,28,12105
ND,28,3780
OH,28,46271
OK,28,0
OR,28,50002
PA,28,49941
RI,28,6220
SC,28,13034
SD,28,0
TN,28,15993
TX,28,71558
UT,28,9438
VT,28,6758
VA,28,27638
WA,28,58417
WV,28,8075
WI,28,31072
WY,28,2515
AL,29,1318255
AK,29,163387
AZ,29,1252401
AR,29,684872
CA,29,4483810
CO,29,1202484
CT,29,673215
DE,29,185127
DC,29,12723
FL,29,4617886
GA,29,2089104
HI,29,128847
ID,29,409055
IL,29,2146015
IN,29,1557286
IA,29,800983
KS,29,671018
KY,29,1202971
LA,29,1178638
ME,29,335593
MD,29,943169
MA,29,1090893
MI,29,2279543
MN,29,1322951
MS,29,700714
MO,29,1594511
MT,29,279240
NE,29,495961
NV,29,512058
NH,29,345790
NJ,29,1601933
NM,29,319667
NY,29,2819534
NC,29,2362631
ND,29,216794
OH,29,2841005
OK,29,949136
OR,29,782403
PA,29,2970733
RI,29,180543
SC,29,1155389
SD,29,227721
TN,29,1522925
TX,29,4685047
UT,29,515231
VT,29,95369
VA,29,1769443
WA,29,1221747
WV,29,489371
WI,29,1405284
WY,29,174419
AL,30,0
AK,30,0
AZ,30,0
AR,30,0
CA,30,0
CO,30,0
CT,30,0
DE,30,0
DC,30,0
FL,30,0
GA,30,0
HI,30,0
ID,30,0
IL,30,0
IN,30,0
IA,30,2246
KS,30,0
KY,30,0
LA,30,0
ME,30,0
MD,30,0
MA,30,0
MI,30,0
MN,30,11291
MS,30,0
MO,30,0
MT,30,0
NE,30,0
NV,30,0
NH,30,0
NJ,30,0
NM,30,0
NY,30,0
NC,30,0
ND,30,0
OH,30,0
OK,30,0
OR,30,0
PA,30,0
RI,30,0
SC,30,0
SD,30,0
TN,30,0
TX,30,0
UT,30,0
VT,30,0
VA,30,0
WA,30,0
WV,30,0
WI,30,0
WY,30,0
AL,31,0
AK,31,0
AZ,31,0
AR,31,0
CA,31,84
CO,31,0
CT,31,0
DE,31,2
DC,31,0
FL,31,0
GA,31,0
HI,31,0
ID,31,0
IL,31,0
IN,31,0
IA,31,0
KS,31,0
KY,31,4
LA,31,370
ME,31,0
MD,31,11
MA,31,0
MI,31,0
MN,31,0
MS,31,0
MO,31,0
MT,31,0
NE,31,0
NV,31,0
NH,31,0
NJ,31,0
NM,31,0
NY,31,0
NC,31,0
ND,31,0
OH,31,0
OK,31,0
OR,31,0
PA,31,0
RI,31,0
SC,31,0
SD,31,0
TN,31,0
TX,31,0
UT,31,0
VT,31,2
VA,31,0
WA,31,0
WV,31,2
WI,31,0
WY,31,0
